ticket_id,ticket_text,category,priority,department,sentiment,root_cause,resolution_steps,ticket_status,created_at,resolved_at,recommended_action
TKT-1526,SAP is crashing every time I try to generate a report. Please look into this when you get a chance. Happy to provide more details if needed.,Software/Application,Medium,Application Support,Neutral,Windows update overwrote Python PATH environment variable,Submitted elevated privileges request. Installed software with admin token. Removed temp admin access.,Closed,16-03-2026 00:30,16-03-2026 06:22,Queue for Application Support — Standard SLA (8 hours)
TKT-4377,ASAP: Can someone help me connect to the office projector?,General IT,High,Service Desk,Neutral,IT orientation not scheduled by HR for the new batch,Shared new software request form link. Guided user through the approval workflow steps.,Closed,02-04-2026 08:27,02-04-2026 12:00,Assign to Service Desk — Target 2-hour resolution
TKT-0522,Our team's VLAN seems misconfigured after the weekend changes. Please look into this when you get a chance. Let me know if you need more info.,Network/VPN,Medium,Infra Team,Neutral,Investigation in progress,Pending — ticket assigned to engineer,Open,18-03-2026 22:38,,Queue for Infra Team — Standard SLA (8 hours)
TKT-3390,"Database user permissions need to be audited for compliance. Just curious about this, no hurry.",Database,Low,DBA Team,Neutral,Orphaned temp tables and log files consuming disk space,Ran cleanup script to remove orphaned temp tables. Purged transaction logs older than 7 days. Freed 200GB.,Closed,21-04-2026 01:04,21-04-2026 11:24,Queue for DBA Team — Respond within 24 hours
TKT-4296,"Found credentials committed in a public GitHub repository. Not urgent at all, just planning ahead. Thanks in advance.",Security,Low,Security Team,Neutral,Developer deployed API without authentication middleware,Completed vendor security assessment. Granted time-limited VPN access with MFA. Access expires in 30 days.,Closed,31-03-2026 01:12,02-04-2026 00:58,Queue for Security Team — Respond within 24 hours
TKT-4580,Is there a guide for using the new time tracking system? It's causing some inconvenience but I can manage for now. Need immediate assistance!,General IT,Medium,Service Desk,Urgent,New employee onboarding documentation not provided during HR induction,"Walked user through laptop setup: Wi-Fi, VPN, email, Teams, and printer. Provided setup checklist document.",Closed,25-03-2026 01:30,25-03-2026 09:59,Queue for Service Desk — Standard SLA (8 hours)
TKT-1549,Our deployment script is failing with permission errors. Please look into this when you get a chance.,Software/Application,Medium,Application Support,Neutral,Memory leak in SAP GUI client version 7.70 patch 4,Restored Python PATH variable. Reinstalled pip packages from requirements.txt. Python environment working.,Closed,21-03-2026 23:38,22-03-2026 04:14,Queue for Application Support — Standard SLA (8 hours)
TKT-3021,Teams meeting recordings are not saving to SharePoint. It's causing some inconvenience but I can manage for now.,Email/Communication,Medium,Collaboration Team,Neutral,Calendar delegate permissions misconfigured,Applied auto-archive policy for emails older than 1 year. Freed 15GB. Mailbox operational.,Closed,26-03-2026 03:13,26-03-2026 11:24,Queue for Collaboration Team — Standard SLA (8 hours)
TKT-4586,"How do I connect my Bluetooth headset to the laptop? Client demo in 1 hour, please help! Terrible experience, I expect better from our IT team.",General IT,High,Service Desk,Frustrated,Shared drive folder structure not documented for new team members,Created folder structure guide for the shared drive. Mapped network drive on user's laptop.,Closed,23-03-2026 23:42,24-03-2026 00:45,Priority escalation to Service Desk — Assign senior engineer
TKT-1418,"JIRA is extremely slow, taking 30+ seconds to load each page. Need this fixed within the hour.",Software/Application,High,Application Support,Neutral,Group policy restricting software installation for standard users,Updated SAP GUI to patch 5 which fixes the memory leak. Cleared SAP cache. Tested report generation successfully.,Reopened,04-06-2026 05:16,04-06-2026 06:38,Assign to Application Support — Target 2-hour resolution
TKT-3139,ASAP: Redis cache is not invalidating properly. Need immediate assistance!,Database,High,DBA Team,Urgent,Backup storage volume reached capacity — backup job failed silently,Rewrote stored procedure using set-based operations. Execution time reduced from 12 minutes to 8 seconds.,Closed,27-03-2026 23:06,28-03-2026 02:36,Priority escalation to DBA Team — Assign senior engineer
TKT-1973,Need API keys generated for our new microservice. It's causing some inconvenience but I can manage for now. Happy to provide more details if needed.,Account/Access,Medium,IAM Team,Neutral,Offboarding workflow incomplete — manual step was missed,"Completed offboarding checklist. Disabled AD account. Revoked VPN, email, and application access.",Reopened,05-04-2026 02:05,05-04-2026 13:21,Queue for IAM Team — Standard SLA (8 hours)
TKT-3512,"Migration script failed midway, database is in inconsistent state. Please look into this when you get a chance. Terrible experience, I expect better from our IT team.",Database,Medium,DBA Team,Frustrated,Application not releasing database connections — connection leak,Restored database from last good backup (23:00 snapshot). Verified data integrity. 0 records lost.,Closed,28-04-2026 07:46,28-04-2026 14:43,"Assign to DBA Team — Follow up with user, target 4-hour resolution"
TKT-3681,"Need to create a new database schema for the upcoming project. Client demo in 1 hour, please help! Really frustrated with the IT support response time.",Database,High,DBA Team,Frustrated,Application not releasing database connections — connection leak,Rewrote query using CTEs and added pagination (LIMIT 1000). Query timeout resolved. Dashboard loading in 2s.,Closed,21-04-2026 07:17,21-04-2026 08:22,Priority escalation to DBA Team — Assign senior engineer
TKT-3769,Compliance report shows we're not meeting GDPR requirements. I have a workaround but it's slowing me down. Let me know if you need more info.,Security,Medium,Security Team,Neutral,Phishing email bypassed spam filter due to spoofed domain,Isolated laptop from network. Ran full malware scan and removed trojan. Re-imaged machine. Restored data from backup.,Reopened,09-03-2026 04:29,09-03-2026 10:07,Queue for Security Team — Standard SLA (8 hours)
TKT-3576,"Production database is running extremely slow since morning. Not super urgent but affecting my productivity. I've raised this issue 3 times already, very disappointed.",Database,Medium,DBA Team,Frustrated,Unoptimized query with multiple nested subqueries and no limit clause,Ran cleanup script to remove orphaned temp tables. Purged transaction logs older than 7 days. Freed 200GB.,Closed,02-04-2026 06:56,02-04-2026 10:32,"Assign to DBA Team — Follow up with user, target 4-hour resolution"
TKT-4640,"Need assistance setting up dual boot on my workstation. Not super urgent but affecting my productivity. Just a small request, you guys are doing great work!",General IT,Medium,Service Desk,Positive,VPN required for intranet access from home — user unaware,Created folder structure guide for the shared drive. Mapped network drive on user's laptop.,Reopened,01-04-2026 23:35,02-04-2026 08:43,Queue for Service Desk — Standard SLA (8 hours)
TKT-1340,"Browser-based ERP tool is incompatible with Chrome 120. I have a workaround but it's slowing me down. I've raised this issue 3 times already, very disappointed.",Software/Application,Medium,Application Support,Frustrated,Windows update overwrote Python PATH environment variable,Submitted elevated privileges request. Installed software with admin token. Removed temp admin access.,Reopened,16-05-2026 07:32,16-05-2026 15:14,"Assign to Application Support — Follow up with user, target 4-hour resolution"
TKT-4359,"Need vulnerability assessment for our new web application. Not urgent at all, just planning ahead. Great job on the last fix, hoping for the same this time.",Security,Low,Security Team,Positive,SSL certificate auto-renewal job failed due to DNS validation error,Blocked IP range in firewall. Force-reset user password. Enabled account lockout policy (5 attempts / 15 min).,Closed,13-03-2026 03:08,13-03-2026 18:45,Queue for Security Team — Respond within 24 hours with appreciation
TKT-2971,"Teams meeting recordings are not saving to SharePoint. Just curious about this, no hurry.",Email/Communication,Low,Collaboration Team,Neutral,Mailbox exceeded 50GB quota — archiving policy not applied,Confirmed Microsoft service incident SI-12345. Workaround: use Teams web. Service restored after 2 hours.,Closed,14-05-2026 00:28,14-05-2026 15:50,Queue for Collaboration Team — Respond within 24 hours
TKT-3220,Deadlock detected in the transaction processing module. We are losing money every minute! Please help ASAP!,Database,Critical,DBA Team,Urgent,Backup job conflicting with nightly ETL process,Restored database from last good backup (23:00 snapshot). Verified data integrity. 0 records lost.,Closed,26-05-2026 03:13,26-05-2026 04:28,IMMEDIATE ESCALATION to DBA Team — Page on-call engineer
TKT-0572,Our team's VLAN seems misconfigured after the weekend changes. Not super urgent but affecting my productivity. Appreciate the quick turnaround last time!,Network/VPN,Medium,Infra Team,Positive,ISP upstream link degradation,Applied firmware patch v2.4.1 to the affected network switch. Rebooted and verified port connectivity.,Reopened,10-05-2026 00:57,10-05-2026 11:13,Queue for Infra Team — Standard SLA (8 hours)
TKT-1141,"ASAP: Webcam quality is very poor, can't be seen in client meetings. Terrible experience, I expect better from our IT team.",Hardware,High,Desktop Support,Frustrated,Faulty display cable connection inside the laptop chassis,Updated docking station firmware to v1.4.2. Reinstalled display drivers. Both monitors detected correctly.,Closed,02-04-2026 08:35,02-04-2026 09:58,Priority escalation to Desktop Support — Assign senior engineer
TKT-3702,Need to restore yesterday's backup for the customer database. Need this fixed within the hour.,Database,High,DBA Team,Neutral,Replication lag causing stale data on reporting replica,Resized oplog to 50GB. Performed initial sync on secondary. Replica set healthy with 0 lag.,Closed,04-06-2026 07:53,04-06-2026 09:48,Assign to DBA Team — Target 2-hour resolution
TKT-3848,Third-party library vulnerability CVE-2024-XXXX affecting our app. Please look into this when you get a chance. Happy to provide more details if needed.,Security,Medium,Security Team,Neutral,Phishing email bypassed spam filter due to spoofed domain,Added web app to vulnerability scanner scope. Ran initial scan. Found 3 medium-risk issues — remediation tickets created.,Closed,10-05-2026 05:37,10-05-2026 17:17,Queue for Security Team — Standard SLA (8 hours)
